Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
215,340461476,SillySkeeter,Strain_B,592,158,83,351,0,1480,10739,29688
215,340461476,SillySkeeter2,NoMicrosporidia,10201,1170,2349,6682,13594,13277,82167,399040
215,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
215,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
216,340461476,SillySkeeter,NoMicrosporidia,9421,1108,2217,6096,12602,9829,66888,362699
216,340461476,SillySkeeter,Strain_A,818,83,184,551,1134,975,6222,32868
216,340461476,SillySkeeter,Strain_B,519,143,80,296,0,2744,9142,21113
216,340461476,SillySkeeter2,NoMicrosporidia,10192,1160,2390,6642,13599,13320,82031,379280
216,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
216,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
217,340461476,SillySkeeter,NoMicrosporidia,9364,1137,2236,5991,12547,10257,66613,362329
217,340461476,SillySkeeter,Strain_A,823,82,196,545,1132,1034,6187,35382
217,340461476,SillySkeeter,Strain_B,450,120,75,255,0,2457,8897,27449
217,340461476,SillySkeeter2,NoMicrosporidia,10134,1153,2357,6624,13562,13368,82104,387520
217,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
217,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
218,340461476,SillySkeeter,NoMicrosporidia,9317,1089,2229,5999,12504,9748,67598,357886
218,340461476,SillySkeeter,Strain_A,869,86,206,577,1143,968,6315,35555
218,340461476,SillySkeeter,Strain_B,400,118,64,218,0,2887,8148,22639
218,340461476,SillySkeeter2,NoMicrosporidia,10205,1142,2362,6701,13510,13475,81852,384160
218,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
218,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
219,340461476,SillySkeeter,NoMicrosporidia,8832,1088,2227,5517,12042,9902,68820,349815
219,340461476,SillySkeeter,Strain_A,824,86,201,537,1118,991,6469,32204
219,340461476,SillySkeeter,Strain_B,854,116,51,687,505,2684,6913,17461
219,340461476,SillySkeeter2,NoMicrosporidia,10167,1149,2337,6681,13439,13515,82272,402920
219,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
219,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
220,340461476,SillySkeeter,NoMicrosporidia,8504,1082,2138,5284,11639,10462,69262,349757
220,340461476,SillySkeeter,Strain_A,836,78,202,556,1099,1026,6489,35725
220,340461476,SillySkeeter,Strain_B,1151,105,87,959,944,2032,6291,15358
220,340461476,SillySkeeter2,NoMicrosporidia,10181,1144,2310,6727,13429,13602,81829,365520
220,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
220,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
221,340461476,SillySkeeter,NoMicrosporidia,8745,1087,2077,5581,11733,10430,69600,346986
221,340461476,SillySkeeter,Strain_A,842,86,192,564,1098,967,6608,33306
221,340461476,SillySkeeter,Strain_B,989,96,106,787,857,2096,5887,14948
221,340461476,SillySkeeter2,NoMicrosporidia,10205,1132,2322,6751,13497,13599,82044,381520
221,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
221,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
222,340461476,SillySkeeter,NoMicrosporidia,8670,1121,2131,5418,11546,10519,70323,353805
222,340461476,SillySkeeter,Strain_A,836,82,195,559,1097,966,6766,38231
222,340461476,SillySkeeter,Strain_B,1113,87,98,928,1022,2135,5080,13244
222,340461476,SillySkeeter2,NoMicrosporidia,10131,1115,2345,6671,13565,13526,81965,388960
222,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
222,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
223,340461476,SillySkeeter,NoMicrosporidia,8443,1126,2097,5220,11293,10815,70601,337771
223,340461476,SillySkeeter,Strain_A,819,79,198,542,1065,990,6937,34492
223,340461476,SillySkeeter,Strain_B,1332,76,127,1129,1284,1846,4326,34537
223,340461476,SillySkeeter2,NoMicrosporidia,10196,1151,2320,6725,13512,13477,82224,385160
223,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
223,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
224,340461476,SillySkeeter,NoMicrosporidia,8313,1136,2000,5177,11226,11133,70372,317411
224,340461476,SillySkeeter,Strain_A,808,75,195,538,1068,962,6979,33286
224,340461476,SillySkeeter,Strain_B,1295,75,161,1059,1321,1550,4645,59023
224,340461476,SillySkeeter2,NoMicrosporidia,10158,1166,2321,6671,13569,13489,82004,369920
224,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
224,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
225,340461476,SillySkeeter,NoMicrosporidia,8303,1144,1933,5226,11344,10965,69428,335250
225,340461476,SillySkeeter,Strain_A,792,83,192,517,1068,1007,6916,37657
225,340461476,SillySkeeter,Strain_B,1236,67,171,998,1269,1586,5550,32773
225,340461476,SillySkeeter2,NoMicrosporidia,10120,1135,2277,6708,13594,13426,82183,393200
225,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
225,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
226,340461476,SillySkeeter,NoMicrosporidia,8244,1143,1935,5166,11263,11054,69571,328140
226,340461476,SillySkeeter,Strain_A,799,91,190,518,1051,1008,7089,35173
226,340461476,SillySkeeter,Strain_B,1293,58,165,1070,1402,1370,5571,30447
226,340461476,SillySkeeter2,NoMicrosporidia,10141,1128,2331,6682,13597,13486,81807,378760
226,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
226,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
227,340461476,SillySkeeter,NoMicrosporidia,8192,1126,1953,5113,11281,11172,69307,304353
227,340461476,SillySkeeter,Strain_A,800,94,190,516,1062,1103,7108,32664
227,340461476,SillySkeeter,Strain_B,1325,51,180,1094,1474,1079,5708,61503
227,340461476,SillySkeeter2,NoMicrosporidia,10159,1109,2365,6685,13538,13554,81856,394080
227,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
227,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
228,340461476,SillySkeeter,NoMicrosporidia,8227,1117,1933,5177,11342,11089,68415,309563
228,340461476,SillySkeeter,Strain_A,812,86,196,530,1046,1073,7030,33427
228,340461476,SillySkeeter,Strain_B,1201,63,166,972,1416,1035,6747,55490
228,340461476,SillySkeeter2,NoMicrosporidia,10240,1117,2410,6713,13613,13533,82198,385000
228,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
228,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
229,340461476,SillySkeeter,NoMicrosporidia,8244,1122,1971,5151,11299,11412,67162,309668
229,340461476,SillySkeeter,Strain_A,794,92,192,510,1058,1131,7026,35953
229,340461476,SillySkeeter,Strain_B,1201,72,148,981,1407,953,7494,40299
229,340461476,SillySkeeter2,NoMicrosporidia,10216,1159,2365,6692,13530,13708,81926,367600
229,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
229,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
230,340461476,SillySkeeter,NoMicrosporidia,8237,1129,1916,5192,11314,11599,67104,306065
230,340461476,SillySkeeter,Strain_A,792,98,190,504,1038,1169,7167,30697
230,340461476,SillySkeeter,Strain_B,1180,66,159,955,1410,786,7860,50518
230,340461476,SillySkeeter2,NoMicrosporidia,10267,1165,2358,6744,13596,13715,82132,394200
230,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
230,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
231,340461476,SillySkeeter,NoMicrosporidia,8180,1084,1914,5182,11323,11549,66404,303408
231,340461476,SillySkeeter,Strain_A,815,101,172,542,1095,1105,7031,33337
231,340461476,SillySkeeter,Strain_B,1101,66,158,877,1377,693,8523,61295
231,340461476,SillySkeeter2,NoMicrosporidia,10191,1164,2310,6717,13655,13544,82172,390280
231,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
231,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
232,340461476,SillySkeeter,NoMicrosporidia,8209,1060,1902,5247,11287,11731,65634,298761
232,340461476,SillySkeeter,Strain_A,807,101,192,514,1087,1124,6995,33943
232,340461476,SillySkeeter,Strain_B,1039,76,150,813,1353,628,9464,44536
232,340461476,SillySkeeter2,NoMicrosporidia,10241,1168,2331,6742,13683,13623,82124,391520
232,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
232,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
233,340461476,SillySkeeter,NoMicrosporidia,8260,1033,1879,5348,11390,11729,65489,304382
233,340461476,SillySkeeter,Strain_A,830,98,199,533,1088,1106,7011,33069
233,340461476,SillySkeeter,Strain_B,1008,71,152,785,1293,544,9785,41629
233,340461476,SillySkeeter2,NoMicrosporidia,10231,1147,2352,6732,13773,13551,81888,378520
233,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
233,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
234,340461476,SillySkeeter,NoMicrosporidia,8278,1033,1912,5333,11429,11758,65027,298262
234,340461476,SillySkeeter,Strain_A,862,102,205,555,1078,1140,6970,34154
234,340461476,SillySkeeter,Strain_B,943,61,158,724,1237,509,9966,54104
234,340461476,SillySkeeter2,NoMicrosporidia,10144,1148,2326,6670,13825,13529,82108,387840
234,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
234,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
235,340461476,SillySkeeter,NoMicrosporidia,8357,1020,1889,5448,11427,11700,64597,295315
235,340461476,SillySkeeter,Strain_A,857,97,210,550,1071,1162,6975,36944
235,340461476,SillySkeeter,Strain_B,864,68,148,648,1151,695,10284,50821
235,340461476,SillySkeeter2,NoMicrosporidia,10145,1145,2348,6652,13725,13634,81900,392920
235,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
235,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
236,340461476,SillySkeeter,NoMicrosporidia,8472,1029,1885,5558,11433,11441,64519,291334
236,340461476,SillySkeeter,Strain_A,837,93,223,521,1072,1173,7159,29974
236,340461476,SillySkeeter,Strain_B,798,73,145,580,1085,1083,10245,38572
236,340461476,SillySkeeter2,NoMicrosporidia,10166,1137,2340,6689,13764,13605,82065,385000
236,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
236,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
237,340461476,SillySkeeter,NoMicrosporidia,8511,1023,1931,5557,11522,11295,64413,310236
237,340461476,SillySkeeter,Strain_A,856,95,216,545,1086,1187,7116,33501
237,340461476,SillySkeeter,Strain_B,735,77,136,522,1036,1199,10116,46303
237,340461476,SillySkeeter2,NoMicrosporidia,10161,1124,2397,6640,13798,13582,82043,378240
237,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
237,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
238,340461476,SillySkeeter,NoMicrosporidia,8550,1014,1979,5557,11557,11063,64747,312381
238,340461476,SillySkeeter,Strain_A,867,95,219,553,1125,1213,7087,32087
238,340461476,SillySkeeter,Strain_B,691,76,128,487,976,1305,10268,41492
238,340461476,SillySkeeter2,NoMicrosporidia,10177,1105,2433,6639,13756,13502,82060,383400
238,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
238,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
239,340461476,SillySkeeter,NoMicrosporidia,8576,1006,2005,5565,11605,10655,65092,298632
239,340461476,SillySkeeter,Strain_A,840,83,232,525,1127,1189,7148,33582
239,340461476,SillySkeeter,Strain_B,703,74,118,511,999,1566,9898,38466
239,340461476,SillySkeeter2,NoMicrosporidia,10179,1122,2426,6631,13727,13535,81964,386240
239,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
239,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
240,340461476,SillySkeeter,NoMicrosporidia,8504,989,2046,5469,11546,10548,65477,317003
240,340461476,SillySkeeter,Strain_A,846,95,223,528,1128,1184,7294,32248
240,340461476,SillySkeeter,Strain_B,808,73,113,622,1100,1593,9533,33629
240,340461476,SillySkeeter2,NoMicrosporidia,10111,1111,2405,6595,13744,13406,82277,377440
240,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
240,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
241,340461476,SillySkeeter,NoMicrosporidia,8535,958,2021,5556,11485,10634,65530,308618
241,340461476,SillySkeeter,Strain_A,884,99,221,564,1147,1193,7079,31325
241,340461476,SillySkeeter,Strain_B,814,67,123,624,1092,1596,9212,39537
241,340461476,SillySkeeter2,NoMicrosporidia,10143,1136,2391,6616,13756,13431,82068,376960
241,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
241,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
242,340461476,SillySkeeter,NoMicrosporidia,8497,1000,2002,5495,11459,10582,65760,329082
242,340461476,SillySkeeter,Strain_A,904,96,217,591,1159,1089,7188,36364
242,340461476,SillySkeeter,Strain_B,838,69,116,653,1069,1717,9063,35754
242,340461476,SillySkeeter2,NoMicrosporidia,10119,1149,2378,6592,13765,13517,81870,385000
242,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
242,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
243,340461476,SillySkeeter,NoMicrosporidia,8341,1015,1986,5340,11383,10545,66289,294745
243,340461476,SillySkeeter,Strain_A,891,92,224,575,1132,1114,7237,34347
243,340461476,SillySkeeter,Strain_B,947,73,111,763,1154,1803,8590,28548
243,340461476,SillySkeeter2,NoMicrosporidia,10124,1133,2393,6598,13812,13421,82020,388160
243,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
243,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
244,340461476,SillySkeeter,NoMicrosporidia,8270,1000,1958,5312,11321,10744,66298,317902
244,340461476,SillySkeeter,Strain_A,881,103,216,562,1145,1142,7195,29625
244,340461476,SillySkeeter,Strain_B,1018,72,109,837,1234,1673,8234,39873
244,340461476,SillySkeeter2,NoMicrosporidia,10062,1144,2365,6553,13770,13349,82140,380720
244,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
244,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
245,340461476,SillySkeeter,NoMicrosporidia,8278,1024,1904,5350,11352,10481,66983,314757
245,340461476,SillySkeeter,Strain_A,899,104,212,583,1161,1089,7063,36603
245,340461476,SillySkeeter,Strain_B,1032,75,116,841,1238,1657,8318,47760
245,340461476,SillySkeeter2,NoMicrosporidia,10073,1149,2354,6570,13699,13425,82116,377600
245,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
245,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
246,340461476,SillySkeeter,NoMicrosporidia,8271,1037,1927,5307,11301,10456,66530,312768
246,340461476,SillySkeeter,Strain_A,855,108,213,534,1127,1135,7136,34268
246,340461476,SillySkeeter,Strain_B,1061,72,125,864,1286,1731,8361,39484
246,340461476,SillySkeeter2,NoMicrosporidia,10053,1166,2316,6571,13763,13421,81814,383840
246,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
246,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
247,340461476,SillySkeeter,NoMicrosporidia,8206,1037,1919,5250,11235,10443,66632,302755
247,340461476,SillySkeeter,Strain_A,879,117,209,553,1089,1174,7147,33927
247,340461476,SillySkeeter,Strain_B,1135,70,123,942,1361,1644,8269,38358
247,340461476,SillySkeeter2,NoMicrosporidia,10051,1151,2305,6595,13693,13566,81716,382280
247,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
247,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
248,340461476,SillySkeeter,NoMicrosporidia,8207,1031,1869,5307,11276,10359,66599,298783
248,340461476,SillySkeeter,Strain_A,869,113,208,548,1096,1133,7162,35811
248,340461476,SillySkeeter,Strain_B,1138,55,141,942,1362,1595,8244,53926
248,340461476,SillySkeeter2,NoMicrosporidia,10006,1148,2258,6600,13659,13600,82060,367840
248,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
248,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
249,340461476,SillySkeeter,NoMicrosporidia,8096,994,1907,5195,11210,10546,66102,314948
249,340461476,SillySkeeter,Strain_A,860,114,214,532,1074,1173,7236,32504
249,340461476,SillySkeeter,Strain_B,1120,50,147,923,1371,1678,8627,51228
249,340461476,SillySkeeter2,NoMicrosporidia,10034,1170,2225,6639,13718,13471,82285,381840
249,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
249,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
250,340461476,SillySkeeter,NoMicrosporidia,8043,1020,1904,5119,11118,10750,65863,310160
250,340461476,SillySkeeter,Strain_A,849,109,199,541,1067,1172,7218,31196
250,340461476,SillySkeeter,Strain_B,1136,47,140,949,1438,1576,8898,38124
250,340461476,SillySkeeter2,NoMicrosporidia,10039,1143,2271,6625,13723,13429,82225,383320
250,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
250,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
251,340461476,SillySkeeter,NoMicrosporidia,7995,1008,1886,5101,11019,10954,66026,290851
251,340461476,SillySkeeter,Strain_A,874,113,191,570,1092,1187,7103,33532
251,340461476,SillySkeeter,Strain_B,1152,43,142,967,1447,1484,8857,54097
251,340461476,SillySkeeter2,NoMicrosporidia,10078,1162,2298,6618,13688,13386,81905,381200
251,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
251,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
252,340461476,SillySkeeter,NoMicrosporidia,8073,1015,1858,5200,10976,11051,65646,309842
252,340461476,SillySkeeter,Strain_A,872,104,192,576,1091,1161,7159,35710
252,340461476,SillySkeeter,Strain_B,1135,41,151,943,1446,1413,9279,55168
252,340461476,SillySkeeter2,NoMicrosporidia,10078,1138,2339,6601,13646,13420,82241,383400
252,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
252,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
253,340461476,SillySkeeter,NoMicrosporidia,8143,1006,1868,5269,10886,11043,65528,296603
253,340461476,SillySkeeter,Strain_A,874,107,182,585,1093,1197,7182,29600
253,340461476,SillySkeeter,Strain_B,1158,49,140,969,1494,1362,9632,46117
253,340461476,SillySkeeter2,NoMicrosporidia,10097,1158,2299,6640,13623,13480,81886,376600
253,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
253,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
254,340461476,SillySkeeter,NoMicrosporidia,8162,1018,1867,5277,10888,11083,65121,302276
254,340461476,SillySkeeter,Strain_A,890,110,186,594,1092,1213,7112,31515
254,340461476,SillySkeeter,Strain_B,1137,49,143,945,1481,1302,9773,48289
254,340461476,SillySkeeter2,NoMicrosporidia,10179,1114,2353,6712,13638,13686,82089,386960
254,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
254,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
255,340461476,SillySkeeter,NoMicrosporidia,8215,1017,1845,5353,10912,10842,65103,304105
255,340461476,SillySkeeter,Strain_A,889,108,186,595,1125,1201,6990,39220
255,340461476,SillySkeeter,Strain_B,1093,50,146,897,1481,1237,9938,54355
255,340461476,SillySkeeter2,NoMicrosporidia,10258,1135,2342,6781,13686,13566,82429,383120
255,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
255,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
256,340461476,SillySkeeter,NoMicrosporidia,8308,1011,1875,5422,10890,10913,64667,302332
256,340461476,SillySkeeter,Strain_A,883,110,194,579,1124,1160,7206,33381
256,340461476,SillySkeeter,Strain_B,1077,63,127,887,1446,1307,10225,45087
256,340461476,SillySkeeter2,NoMicrosporidia,10242,1117,2390,6735,13645,13654,81880,374600
256,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
256,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
257,340461476,SillySkeeter,NoMicrosporidia,8304,1008,1871,5425,10875,10754,64658,299507
257,340461476,SillySkeeter,Strain_A,882,106,193,583,1148,1203,7172,32425
257,340461476,SillySkeeter,Strain_B,1077,58,128,891,1431,1412,10225,51308
257,340461476,SillySkeeter2,NoMicrosporidia,10276,1135,2372,6769,13643,13460,82106,383320
257,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
257,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
258,340461476,SillySkeeter,NoMicrosporidia,8314,1009,1863,5442,10930,10726,64595,313309
258,340461476,SillySkeeter,Strain_A,882,103,214,565,1188,1184,7145,36524
258,340461476,SillySkeeter,Strain_B,1082,54,131,897,1400,1406,10450,50327
258,340461476,SillySkeeter2,NoMicrosporidia,10303,1147,2404,6752,13692,13456,81705,397520
258,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
258,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
259,340461476,SillySkeeter,NoMicrosporidia,8285,1009,1889,5387,10833,10852,64323,303350
259,340461476,SillySkeeter,Strain_A,917,110,223,584,1196,1190,7148,33621
259,340461476,SillySkeeter,Strain_B,1043,58,129,856,1358,1486,10555,49069
259,340461476,SillySkeeter2,NoMicrosporidia,10253,1159,2401,6693,13642,13557,81842,381040
259,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
259,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
260,340461476,SillySkeeter,NoMicrosporidia,8264,988,1879,5397,10917,10724,64348,303417
260,340461476,SillySkeeter,Strain_A,902,112,221,569,1164,1267,7080,33550
260,340461476,SillySkeeter,Strain_B,1073,58,139,876,1376,1591,10614,49433
260,340461476,SillySkeeter2,NoMicrosporidia,10250,1184,2366,6700,13626,13575,82014,381560
260,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
260,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
261,340461476,SillySkeeter,NoMicrosporidia,8164,1008,1856,5300,10932,10765,64302,304139
261,340461476,SillySkeeter,Strain_A,926,110,227,589,1194,1191,7090,37737
261,340461476,SillySkeeter,Strain_B,1104,58,145,901,1364,1627,10604,51964
261,340461476,SillySkeeter2,NoMicrosporidia,10183,1159,2398,6626,13540,13623,82294,389280
261,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
261,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
262,340461476,SillySkeeter,NoMicrosporidia,8219,1002,1852,5365,10920,10869,63968,317791
262,340461476,SillySkeeter,Strain_A,931,107,237,587,1182,1202,7192,34929
262,340461476,SillySkeeter,Strain_B,1067,59,150,858,1364,1653,10763,52520
262,340461476,SillySkeeter2,NoMicrosporidia,10197,1140,2395,6662,13582,13502,82150,387600
262,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
262,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
263,340461476,SillySkeeter,NoMicrosporidia,8240,1009,1880,5351,10991,10722,64017,307869
263,340461476,SillySkeeter,Strain_A,908,94,232,582,1195,1220,7220,32822
263,340461476,SillySkeeter,Strain_B,1089,65,146,878,1366,1718,10772,48069
263,340461476,SillySkeeter2,NoMicrosporidia,10201,1117,2420,6664,13655,13549,81613,394920
263,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
263,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
264,340461476,SillySkeeter,NoMicrosporidia,8207,991,1879,5337,10981,10686,64149,302596
264,340461476,SillySkeeter,Strain_A,927,96,220,611,1204,1183,7201,32482
264,340461476,SillySkeeter,Strain_B,1168,60,143,965,1420,1705,10699,44842
264,340461476,SillySkeeter2,NoMicrosporidia,10209,1136,2412,6661,13660,13411,82213,385200
264,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
264,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
265,340461476,SillySkeeter,NoMicrosporidia,8195,988,1880,5327,10986,10589,64166,300538
265,340461476,SillySkeeter,Strain_A,915,101,227,587,1209,1143,7232,37458
265,340461476,SillySkeeter,Strain_B,1181,61,158,962,1465,1671,10481,57684
265,340461476,SillySkeeter2,NoMicrosporidia,10108,1125,2395,6588,13661,13482,82008,374320
265,340461476,SillySkeeter2,Strain_C,0,0,0,0,0,0,0,0
265,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
266,340461476,SillySkeeter,NoMicrosporidia,8205,986,1843,5376,11108,10443,64061,302216
266,340461476,SillySkeeter,Strain_A,915,113,221,581,1221,1096,7325,35361
266,340461476,SillySkeeter,Strain_B,1168,65,159,944,1471,1729,10779,50063
